date,package,title
2013-08-23 ,RcmdrPlugin.sampling,Tools for sampling in Official Statistical Surveys 
2013-08-23 ,rtematres,The rtematres API package 
2013-08-23 ,tlemix,Trimmed Maximum Likelihood Estimation 
2013-08-22 ,ssfit,Fitting of parametric models using summary statistics 
2013-08-21 ,RepeatedHighDim,Global tests for expression data of high-dimensional sets of molecular features 
2013-08-17 ,condGEE,Parameter estimation in conditional GEE for recurrent event gap times 
2013-08-16 ,blm,Binomial linear and linear-expit regression 
2013-08-16 ,PCS,Calculate the probability of correct selection (PCS) 
2013-08-14 ,IntLik,Numerical Integration for Integrated Likelihood 
2013-08-09 ,mallet,A wrapper around the Java machine learning tool MALLET 
2013-08-04 ,CompLognormal,Functions for actuarial scientists 
2013-08-02 ,AMGET,Post-processing tool for ADAPT 5 
2013-08-02 ,ltsbase,Ridge and Liu Estimates based on LTS (Least Trimmed Squares) Method 
2013-08-02 ,timesboot,Bootstrap computations for time series objects 
2013-08-01 ,compactr,Creates empty plots with compact axis notation 
2013-07-31 ,needy,needy 
2013-07-31 ,SparseGrid,Sparse grid integration in R 
2013-07-28 ,MPINet,The package can implement the network-based metabolite pathway identification of pathways 
2013-07-28 ,pwt,"Penn World Table (Versions 5.6, 6.x, 7.x) "
2013-07-27 ,eigenprcomp,Computes confidence intervals for principal components 
2013-07-23 ,neuroblastoma,Neuroblastoma copy number profiles 
2013-07-22 ,somplot,Visualisation of hexagonal Kohonen maps 
2013-07-22 ,wordmatch,Matches words in one file with words in another file 
2013-07-21 ,suRtex,LaTeX descriptive statistic reporting for survey data 
2013-07-16 ,LogrankA,Logrank Test for Aggregated Survival Data 
2013-07-16 ,QSARdata,Quantitative Structure Activity Relationship (QSAR) Data Sets 
2013-07-14 ,gpk,100 Data Sets for Statistics Education 
2013-07-12 ,desire,Desirability functions in R 
2013-07-11 ,switchnpreg,Switching nonparametric regression models for a single curve and functional data 
2013-07-04 ,ExactCIdiff,Inductive Confidence Intervals for the difference between two proportions 
2013-07-01 ,DTK,Dunnett-Tukey-Kramer Pairwise Multiple Comparison Test Adjusted for Unequal Variances and Unequal Sample Sizes 
2013-06-28 ,FField,Force field simulation for a set of points 
2013-06-28 ,loglognorm,Double log normal distribution functions 
2013-06-28 ,r2dRue,2d Rain Use Efficience model 
2013-06-27 ,b6e6rl,"Adaptive differential evolution, b6e6rl variant "
2013-06-23 ,crrSC,Competing risks regression for Stratified and Clustered data 
2013-06-19 ,SmithWilsonYieldCurve,Smith-Wilson Yield Curve Construction 
2013-06-17 ,twiddler,Interactive manipulation of R expressions 
2013-06-16 ,nsga2R,Elitist Non-dominated Sorting Genetic Algorithm based on R 
2013-06-13 ,govStatJPN,functions to get public survey data in Japan 
2013-06-13 ,PDSCE,Positive definite sparse covariance estimators 
2013-06-10 ,covLCA,Latent Class Models with Covariate Effects on Underlying and Measured Variables 
2013-06-10 ,sparktex,Generate LaTeX sparklines in R 
2013-06-08 ,lshorth,The Length of the Shorth 
2013-06-08 ,pbs,Periodic B Splines 
2013-06-04 ,FGalgorithm,Flury and Gautschi algorithms 
2013-06-04 ,mopsocd,MOPSOCD: Multi-objective Particle Swarm Optimization with Crowding Distance 
2013-06-04 ,RSADBE,"Data related to the book ""R Statistical Application Development by Example"" "
2013-06-03 ,RobustRankAggreg,Methods for robust rank aggregation 
2013-05-29 ,OneTwoSamples,Deal with one and two (normal) samples 
2013-05-28 ,CoinMinD,Simultaneous Confidence Interval for Multinomial Proportion 
2013-05-28 ,fitTetra,fitTetra is an R package for assigning tetraploid genotype scores 
2013-05-26 ,ggROC,package for roc curve plot with ggplot2 
2013-05-24 ,lbiassurv,Length-biased correction to survival curve estimation 
2013-05-22 ,cyphid,Cycle and Phase Identification for mastication data 
2013-05-22 ,trueskill,Implementation the TrueSkill algorithm in R 
2013-05-20 ,pom,POM - Patch Occupancy Models 
2013-05-18 ,CfEstimateQuantiles,Estimate quantiles using any order Cornish-Fisher expansion 
2013-05-18 ,SMFI5,R functions and data from Chapter 5 of 'Statistical Methods for Financial Engineering' 
2013-05-17 ,CDLasso,"Coordinate Descent Algorithms for Lasso Penalized L1, L2, and Logistic Regression "
2013-05-16 ,grnn,General regression neural network 
2013-05-16 ,PurBayes,Bayesian Estimation of Tumor Purity and Clonality 
2013-05-15 ,Nozzle.R1,Nozzle Reports 
2013-05-15 ,RDSTK,An R wrapper for the Data Science Toolkit API 
2013-05-11 ,ergmharris,Local Health Department network data set 
2013-05-10 ,ArDec,Time series autoregressive-based decomposition 
2013-05-09 ,timeline,Timelines for a Grammar of Graphics 
2013-05-09 ,wpp2010,World Population Prospects 2010 
2013-05-06 ,GibbsACOV,Gibbs Sampler for One-Way Mixed-Effects ANOVA and ANCOVA Models 
2013-05-03 ,diffdepprop,Calculates Confidence Intervals for two Dependent Proportions 
2013-05-03 ,iteRates,Parametric rate comparison 
2013-05-03 ,mixsep,Forensic Genetics DNA Mixture Separation 
2013-05-02 ,RAP,Reversal Association Pattern 
2013-04-20 ,cdb,Reading and Writing Constant DataBases 
2013-04-17 ,GAIPE,Graphical Extension with Accuracy in Parameter Estimation (GAIPE) 
2013-04-10 ,clinUtiDNA,Clinical Utility of DNA Testing 
2013-04-05 ,persiandictionary,English to Persian dictionary 
2013-04-03 ,ncbit,retrieve and build NBCI taxonomic data 
2013-04-03 ,trioGxE,A data smoothing approach to explore and test gene-environment interaction in case-parent trio data 
2013-04-02 ,SPIn,Simulation-efficient Shortest Probability Intervals 
2013-03-27 ,severity,Mayo's Post-data Severity Evaluation 
2013-03-23 ,hcc,Hidden correlation check 
2013-03-19 ,BiplotGUI,Interactive Biplots in R 
2013-03-14 ,BlockMessage,Creates strings that show a text message in 8 by 8 block letters 
2013-03-14 ,fpp,"Data for ""Forecasting: principles and practice"" "
2013-03-11 ,cosso,Fit Regularized Nonparametric Regression Models Using COSSO Penalty 
2013-03-08 ,BBMM,Brownian bridge movement model 
2013-03-01 ,AtmRay,Acoustic Traveltime Calculations for 1-D Atmospheric Models 
2013-02-28 ,heatex,Heat exchange calculations during physical activity 
2013-02-26 ,estout,Estimates Output 
2013-02-25 ,iWeigReg,Improved methods for causal inference and missing data problems 
2013-02-23 ,conf.design,Construction of factorial designs 
2013-02-22 ,nonparaeff,Nonparametric Methods for Measuring Efficiency and Productivity 
2013-02-19 ,designGG,Computational tool for designing genetical genomics experiments 
2013-02-17 ,GetR,GetR: Calculate Guttman error trees in R 
2013-02-09 ,bayess,Bayesian Essentials with R 
2013-02-09 ,Compounding,Computing Continuous Distributions 
2013-02-05 ,exactLoglinTest,Monte Carlo Exact Tests for Log-linear models 
2013-02-05 ,gaussquad,Collection of functions for Gaussian quadrature 
2013-02-03 ,TimeProjection,Time Projections 
2013-01-28 ,RcmdrPlugin.plotByGroup,Rcmdr plots by group using lattice 
2013-01-26 ,shapefiles,Read and Write ESRI Shapefiles 
2013-01-26 ,UWHAM,Unbinned weighted histogram analysis method (UWHAM) 
2013-01-25 ,FI,Provide functions for forest inventory calculations 
2013-01-24 ,RcmdrPlugin.SLC,SLC Rcmdr Plug-in 
2013-01-24 ,SLC,Slope and level change 
2013-01-19 ,RcppXts,Interface the xts API via Rcpp 
2013-01-18 ,partitionMap,Partition Maps 
2013-01-16 ,rms.gof,Root-mean-square goodness-of-fit test for simple null hypothesis 
2013-01-13 ,survivalROC,Time-dependent ROC curve estimation from censored survival data 
2013-01-05 ,GWASExactHW,Exact Hardy-Weinburg testing for Genome Wide Association Studies 
2013-01-03 ,partialOR,Partial Odds Ratio 
2012-12-28 ,trapezoid,The Trapezoidal Distribution 
2012-12-21 ,ORMDR,ORMDR 
2012-12-19 ,nose,nose Package for R 
2012-12-17 ,dblcens,Compute the NPMLE of distribution from doubly censored data 
2012-12-15 ,ConjointChecks,A package to check the cancellation axioms of conjoint measurement 
2012-12-08 ,RDIDQ,It perform Quality check on data 
2012-12-08 ,rpartScore,Classification trees for ordinal responses 
2012-12-03 ,KMsurv,"Data sets from Klein and Moeschberger (1997), Survival Analysis "
2012-11-27 ,TFX,R API to TrueFX(tm) 
2012-11-13 ,plsdepot,Partial Least Squares (PLS) Data Analysis Methods 
2012-11-09 ,STAR,Spike Train Analysis with R 
2012-11-02 ,frmqa,"The Generalized Hyperbolic Distribution, Related Distributions and Their Applications in Finance "
2012-11-02 ,smirnov,"Provides two taxonomic coefficients from E. S. Smirnov ""Taxonomic analysis"" (1969) book "
2012-11-01 ,fpow,Computing the noncentrality parameter of the noncentral F distribution 
2012-10-30 ,cat,Analysis of categorical-variable datasets with missing values 
2012-10-30 ,ScreenClean,Screen and clean variable selection procedures 
2012-10-30 ,speff2trial,Semiparametric efficient estimation for a two-sample treatment effect 
2012-10-29 ,andrews,Andrews curves 
2012-10-29 ,APSIMBatch,Analysis the output of Apsim software 
2012-10-29 ,bayespref,Hierarchical Bayesian analysis of ecological count data 
2012-10-29 ,bethel,Bethel's algorithm 
2012-10-29 ,BGSIMD,Block Gibbs Sampler with Incomplete Multinomial Distribution 
2012-10-29 ,biwt,Functions to compute the biweight mean vector and covariance & correlation matrices 
2012-10-29 ,CMC,Cronbach-Mesbah Curve 
2012-10-29 ,combinat,combinatorics utilities 
2012-10-29 ,dinamic,DiNAMIC A Method To Analyze Recurrent DNA Copy Number Aberrations in Tumors 
2012-10-29 ,discretization,"Data preprocessing, discretization for classification "
2012-10-29 ,eigeninv,Generates (dense) matrices that have a given set of eigenvalues 
2012-10-29 ,EngrExpt,"Data sets from ""Introductory Statistics for Engineering Experimentation"" "
2012-10-29 ,fgac,Generalized Archimedean Copula 
2012-10-29 ,forensic,Statistical Methods in Forensic Genetics 
2012-10-29 ,GAD,GAD: Analysis of variance from general principles 
2012-10-29 ,GANPAdata,The GANPA Datasets Package 
2012-10-29 ,gibbs.met,Naive Gibbs Sampling with Metropolis Steps 
2012-10-29 ,gPdtest,Bootstrap goodness-of-fit test for the generalized Pareto distribution 
2012-10-29 ,HPbayes,Heligman Pollard mortality model parameter estimation using Bayesian Melding with Incremental Mixture Importance Sampling 
2012-10-29 ,igraphtosonia,Convert iGraph graps to SoNIA .son files 
2012-10-29 ,Imap,Interactive Mapping 
2012-10-29 ,introgress,methods for analyzing introgression between divergent lineages 
2012-10-29 ,isopat,Calculation of isotopic pattern for a given molecular formula 
2012-10-29 ,lmec,Linear Mixed-Effects Models with Censored Responses 
2012-10-29 ,MAclinical,Class prediction based on microarray data and clinical parameters 
2012-10-29 ,mAr,Multivariate AutoRegressive analysis 
2012-10-29 ,MBCluster.Seq,Model-Based Clustering for RNA-seq Data 
2012-10-29 ,Miney,Implementation of the Well-Known Game to Clear Bombs from a Given Field (Matrix) 
2012-10-29 ,MKLE,Maximum kernel likelihood estimation 
2012-10-29 ,NetCluster,Clustering for networks 
2012-10-29 ,NMFN,Non-negative Matrix Factorization 
2012-10-29 ,omd,filter the molecular descriptors for QSAR 
2012-10-29 ,ORDER2PARENT,Estimate parent distributions with data of several order statistics 
2012-10-29 ,ORIClust,Order-restricted Information Criterion-based Clustering Algorithm 
2012-10-29 ,parviol,Parviol 
2012-10-29 ,PASWR,PROBABILITY and STATISTICS WITH R 
2012-10-29 ,PredictiveRegression,Prediction Intervals for Three Basic Statistical Models 
2012-10-29 ,qtlDesign,Design of QTL experiments 
2012-10-29 ,rdetools,Relevant Dimension Estimation (RDE) in Feature Spaces 
2012-10-29 ,Records,Record Values and Record Times 
2012-10-29 ,RHT,Regularized Hotelling's T-square Test for Pathway (Gene Set) Analysis 
2012-10-29 ,seqRFLP,Simulation and visualization of restriction enzyme cutting pattern from DNA sequences 
2012-10-29 ,session,"Functions for interacting with, saving and restoring R sessions "
2012-10-29 ,smco,A simple Monte Carlo optimizer using adaptive coordinate sampling 
2012-10-29 ,Stem,Spatio-temporal models in R 
2012-10-29 ,Tsphere,Transposable Sphering for Large-Scale Inference with Correlated Data 
2012-10-29 ,UScensus2000tract,US Census 2000 Tract Level Shapefiles and Additional Demographic Data 
2012-10-29 ,walkscoreAPI,Walk Score and Transit Score API 
2012-10-29 ,WilcoxCV,Wilcoxon-based variable selection in cross-validation 
2012-10-29 ,write.snns,Function for exporting data to SNNS pattern files 
2012-10-24 ,CARE1,Statistical package for population size estimation in capture-recapture models 
2012-10-20 ,MBI,(M)ultiple-site (B)iodiversity (I)ndices Calculator 
2012-10-19 ,TwoCop,Nonparametric test of equality between two copulas 
2012-10-17 ,bmk,MCMC diagnostics package 
2012-10-11 ,powerpkg,Power analyses for the affected sib pair and the TDT design 
2012-10-04 ,FRCC,Fast Regularized Canonical Correlation Analysis 
2012-10-03 ,rworldxtra,Country boundaries at high resolution 
2012-10-01 ,biasbetareg,Bias correction of the parameter estimates of the beta regression model 
2012-10-01 ,gbRd,Utilities for processing Rd objects and files 
2012-09-26 ,risksetROC,Riskset ROC curve estimation from censored survival data 
2012-09-20 ,binomialcftp,Generates binomial random numbers via the coupling from the past algorithm 
2012-09-19 ,namespace,Provide namespace managment functions not (yet) present in base R 
2012-09-19 ,nparLD,Nonparametric Analysis of Longitudinal Data in Factorial Experiments 
2012-09-14 ,WCQ,Detection of QTL effects in a small mapping population 
2012-09-13 ,spcov,Sparse Estimation of a Covariance Matrix 
2012-09-11 ,BayesNI,BayesNI: Bayesian Testing Procedure for Noninferiority with Binary Endpoints 
2012-09-06 ,FMStable,Finite Moment Stable Distributions 
2012-09-06 ,NISTnls,Nonlinear least squares examples from NIST 
2012-09-04 ,survAUC,Estimators of prediction accuracy for time-to-event data 
2012-09-03 ,PIPS,Predicted Interval Plots 
2012-08-30 ,rbenchmark,Benchmarking routine for R 
2012-08-23 ,gaussDiff,Difference measures for multivariate Gaussian probability density functions 
2012-08-23 ,muStat,Prentice Rank Sum Test and McNemar Test 
2012-08-22 ,sitools,Format a number to a string with SI prefix 
2012-08-21 ,flashClust,Implementation of optimal hierarchical clustering 
2012-08-19 ,cxxfunplus,extend cxxfunction by saving the dynamic shared objects 
2012-08-16 ,capwire,Estimates population size from non-invasive sampling 
2012-08-14 ,rHpcc,Interface between HPCC and R 
2012-08-13 ,kerdiest,Nonparametric kernel estimation of the distribution function. Bandwidth selection and estimation of related functions 
2012-08-13 ,SQN,subset quantile normalization 
